matching,train,test,width_px,height_px,filepath,width_px_norm,height_px_norm,m_top,m_side,m_total,round_top,dm_top,dm_side,dm_total,dround_top,d_cons,d_rigid,d_life,d_stab,d_cons_norm,d_rigid_norm,d_life_norm,d_stab_norm
toy_00693,True,False,49,48,data/toy_epure/train/full/toy_00693_full.png,0.765625,0.75,137.0,83.0,226.2,0.363395225464191,0.21131741821397,0.1007957559681696,-0.246,-0.273209549071618,-0.1878872612533257,-0.2868751289667691,-0.0835543766578249,-0.0204081632653061,-0.7495460988403623,-1.0618029413305945,-0.434842651489789,-1.04845920027529
toy_00716,True,False,55,52,data/toy_epure/train/full/toy_00716_full.png,0.859375,0.8125,140.0,74.0,266.7,0.3149606299212598,0.0498687664041995,-0.1676040494938133,-0.111,-0.3700787401574803,0.4106012719319166,-0.18641754920507,0.0185601799775028,-0.0545454545454545,-0.1094958619617003,-0.8835868801287003,-0.3542911201633776,-1.1640564198410686
toy_00785,False,True,55,50,data/toy_epure/test/full/toy_00785_full.png,0.859375,0.78125,133.0,89.0,271.5,0.2939226519337016,-0.0202578268876611,-0.0165745856353591,-0.095,-0.4121546961325967,0.1401123408532794,0.3636567885383985,0.0093922651933702,-0.0909090909090909,-0.3987687465874651,0.0922686210035033,-0.3615230917770744,-1.2871925885089637
toy_00813,True,False,63,50,data/toy_epure/train/full/toy_00813_full.png,0.984375,0.78125,178.5,118.0,318.6,0.3361581920903955,0.120527306967985,0.111111111111111,0.0619999999999998,-0.327683615819209,0.0067775970639969,0.3883304314309137,-0.0583804143126177,-0.2063492063492064,-0.5413628475843367,0.1360407232404583,-0.4149845501252445,-1.6781010604705346
toy_00833,True,False,53,50,data/toy_epure/train/full/toy_00833_full.png,0.828125,0.78125,198.0,125.0,348.6,0.3407917383820998,0.135972461273666,0.0757314974182443,0.1619999999999999,-0.3184165232358004,-0.2471488779186878,-0.1590513228484275,-0.0559380378657486,-0.0566037735849056,-0.8129231055519301,-0.8350380191785409,-0.4130579182193404,-1.1710263916524588
toy_00846,False,True,64,55,data/toy_epure/test/full/toy_00846_full.png,1.0,0.859375,170.5,101.0,315.0,0.3247619047619047,0.0825396825396825,-0.0380952380952381,0.05,-0.3504761904761905,0.2740031568647141,0.2007965460070003,-0.0171428571428571,-0.140625,-0.2555799572419029,-0.1966524441782488,-0.3824549237170596,-1.455542819109601
toy_00871,False,True,57,52,data/toy_epure/test/full/toy_00871_full.png,0.890625,0.8125,141.0,103.0,290.7,0.2910216718266253,-0.0299277605779154,0.0629514963880288,-0.031,-0.4179566563467493,-0.1283889388289507,0.0281824186230147,-0.0036119711042311,-0.087719298245614,-0.68591594846985,-0.5028773200228545,-0.3717812878856191,-1.276391170204762
toy_00900,True,False,53,51,data/toy_epure/train/full/toy_00900_full.png,0.828125,0.796875,174.5,108.0,299.4,0.3496993987975952,0.1656646626586507,0.0821643286573145,-0.002,-0.3006012024048096,-0.0840352772582294,0.1295391798701236,-0.0661322645290581,-0.0377358490566037,-0.6384821715122733,-0.3230660722455372,-0.4210994805144268,-1.1071349833813813
toy_00913,True,False,63,53,data/toy_epure/train/full/toy_00913_full.png,0.984375,0.828125,159.0,101.0,303.9,0.3139190523198421,0.0463968410661402,-0.0029615004935834,0.0129999999999999,-0.3721618953603158,0.1371673907409627,0.1474940267007096,-0.0133267522211253,-0.1587301587301587,-0.4019182071242483,-0.2912134027981856,-0.3794446467763731,-1.5168513157863863
toy_00927,False,True,57,51,data/toy_epure/test/full/toy_00927_full.png,0.890625,0.796875,137.0,92.0,276.9,0.2968580715059588,-0.0104730949801371,-0.0032502708559047,-0.077,-0.4062838569880823,0.2589009369463954,0.398214619577748,0.003791982665222,-0.1052631578947368,-0.2717309424323273,0.1535756975438993,-0.3659407903733078,-1.3357989708778693
toy_00932,True,False,53,51,data/toy_epure/train/full/toy_00932_full.png,0.828125,0.796875,125.0,95.0,269.1,0.2787068004459309,-0.070977331846897,0.0590858416945372,-0.1030000000000001,-0.4425863991081382,0.0761550477087583,-0.1636216093016254,0.0094760312151616,-0.0377358490566037,-0.467167518422578,-0.8431459036426642,-0.3614570142113409,-1.1071349833813813
toy_00950,True,False,53,57,data/toy_epure/train/full/toy_00950_full.png,0.828125,0.890625,171.5,101.0,343.5,0.2995633187772926,-0.0014556040756913,-0.1179039301310044,0.145,-0.4008733624454148,-0.2691729233496092,-0.0793820525478026,0.0240174672489082,0.0754716981132075,-0.836476598582221,-0.6937013118291597,-0.3499862212235554,-0.7237865337549167
toy_00981,False,True,61,51,data/toy_epure/test/full/toy_00981_full.png,0.953125,0.796875,159.0,78.0,249.6,0.3822115384615384,0.2740384615384615,-0.0625,-0.168,-0.2355769230769231,-0.4467916924145394,0.2030315449160811,-0.0697115384615384,-0.1639344262295081,-1.0264300043877714,-0.1926874601191885,-0.4239229368932038,-1.5344742387026864
toy_01006,True,False,49,55,data/toy_epure/train/full/toy_01006_full.png,0.765625,0.859375,125.0,122.0,254.4,0.294811320754717,-0.0172955974842766,0.4386792452830187,-0.152,-0.410377358490566,-0.0782048936782696,-0.1459359281855963,-0.0825471698113207,0.1224489795918366,-0.632246900183705,-0.8117707457337424,-0.4340481315259203,-0.5647099662228465
toy_01007,False,True,63,51,data/toy_epure/test/full/toy_01007_full.png,0.984375,0.796875,178.5,108.0,313.2,0.3419540229885057,0.1398467432950192,0.0344827586206895,0.0439999999999999,-0.3160919540229885,-0.1409984086827074,0.0333021531012426,-0.0488505747126437,-0.1904761904761904,-0.6994010759523399,-0.4937946911632532,-0.4074670795670126,-1.6243511455758182
toy_01048,True,False,49,49,data/toy_epure/train/full/toy_01048_full.png,0.765625,0.765625,119.0,77.0,244.5,0.2920245398773006,-0.0265848670756646,-0.0552147239263804,-0.185,-0.4159509202453988,-0.1483765854696502,-0.2533470724881976,0.0190184049079754,0.0,-0.7072916261272648,-1.002322729090365,-0.3539296563225922,-0.9793521668392264
toy_01089,True,False,51,50,data/toy_epure/train/full/toy_01089_full.png,0.796875,0.78125,163.5,97.0,283.2,0.3463983050847458,0.1546610169491526,0.0275423728813559,-0.056,-0.3072033898305084,-0.3849866648989484,0.0581887738123374,-0.0519067796610169,-0.0196078431372549,-0.9603329610724866,-0.4496447571286313,-0.409877920849103,-1.0457491205326992
toy_01099,False,True,51,47,data/toy_epure/test/full/toy_01099_full.png,0.796875,0.734375,175.5,87.0,277.8,0.3790496760259179,0.2634989200863932,-0.0604751619870411,-0.0739999999999999,-0.2419006479481641,-0.2072283421484332,0.0957783108276049,-0.0669546436285097,-0.0784313725490196,-0.7702303103531856,-0.3829593039736282,-0.4217482018914213,-1.2449399816131173
toy_01138,True,False,59,52,data/toy_epure/train/full/toy_01138_full.png,0.921875,0.8125,159.0,94.0,258.6,0.3689095127610209,0.2296983758700697,0.0904872389791182,-0.1380000000000001,-0.2621809744779582,-0.3046872709232356,0.043340742085606,-0.0870069605568445,-0.1186440677966101,-0.8744572202929048,-0.4759858031424404,-0.437566170342171,-1.381110005289561
toy_01141,True,False,57,53,data/toy_epure/train/full/toy_01141_full.png,0.890625,0.828125,185.5,111.0,316.8,0.3513257575757575,0.1710858585858586,0.0511363636363636,0.056,-0.2973484848484848,-0.3313691934038404,-0.1380149844132006,-0.0615530303030302,-0.0701754385964912,-0.902992054056885,-0.7977186512729096,-0.417487220506031,-1.216983369531655
toy_01148,True,False,63,51,data/toy_epure/train/full/toy_01148_full.png,0.984375,0.796875,148.0,90.0,252.6,0.3515439429928741,0.1718131433095804,0.0688836104513063,-0.158,-0.2969121140142517,0.2958339121414169,0.0534805515016804,-0.0653206650831353,-0.1904761904761904,-0.232233177293207,-0.4579973457283028,-0.4204592625049004,-1.6243511455758182
toy_01158,True,False,64,56,data/toy_epure/train/full/toy_01158_full.png,1.0,0.875,189.0,119.0,339.9,0.3336275375110326,0.1120917917034421,0.0503089143865842,0.1329999999999999,-0.3327449249779347,-0.1760560732587159,0.1190226942335214,-0.0436893203883494,-0.125,-0.736893300568349,-0.3417227694533281,-0.4033957017626541,-1.402632746635115
toy_01180,True,False,64,53,data/toy_epure/train/full/toy_01180_full.png,1.0,0.828125,234.5,129.0,395.1,0.3561123766135156,0.1870412553783853,-0.020501138952164,0.3169999999999999,-0.2877752467729688,-0.0546780942988156,0.01991978212797,-0.0520121488230827,-0.171875,-0.607086295291789,-0.5175355920495444,-0.4099610397269463,-1.561362964058573
toy_01185,True,False,64,56,data/toy_epure/train/full/toy_01185_full.png,1.0,0.875,211.0,99.5,340.2,0.3721340388007054,0.2404467960023515,-0.1225749559082893,0.1339999999999999,-0.2557319223985891,-0.2629972091014291,0.009301846048008,-0.0476190476190476,-0.125,-0.8298720152890284,-0.5363722667012044,-0.4064956079519185,-1.402632746635115
toy_01271,True,False,64,55,data/toy_epure/train/full/toy_01271_full.png,1.0,0.859375,242.5,127.5,405.0,0.3592592592592593,0.1975308641975309,-0.0555555555555556,0.35,-0.2814814814814814,-0.0936172305554354,-0.1142599167685727,-0.0481481481481481,-0.140625,-0.6487295382328964,-0.7555761409789853,-0.406912980942107,-1.455542819109601
toy_01275,True,False,64,53,data/toy_epure/train/full/toy_01275_full.png,1.0,0.828125,231.0,109.5,386.7,0.3584173778122576,0.1947245927075253,-0.1505042668735454,0.289,-0.2831652443754848,-0.113222063969934,-0.3260596680885844,-0.0283165244375485,-0.171875,-0.6696958184122905,-1.1313179967287723,-0.3912691030150564,-1.561362964058573
toy_01276,True,False,57,49,data/toy_epure/train/full/toy_01276_full.png,0.890625,0.765625,151.0,71.0,267.3,0.3389450056116723,0.129816685372241,-0.2031425364758698,-0.1089999999999999,-0.3221099887766554,-0.0693962185880989,-0.2582326218429561,0.0016835016835017,-0.1403508771929824,-0.6228265115456059,-1.0109899034825598,-0.3676040338661697,-1.4546145722240835
toy_01291,False,True,57,53,data/toy_epure/test/full/toy_01291_full.png,0.890625,0.828125,156.0,79.0,249.0,0.3759036144578313,0.2530120481927711,-0.0481927710843374,-0.17,-0.2481927710843373,-0.2480403105639476,-0.1225023329111588,-0.0662650602409638,-0.0701754385964912,-0.8138764432419996,-0.7701985412319392,-0.4212042344133816,-1.216983369531655
toy_01309,True,False,59,48,data/toy_epure/train/full/toy_01309_full.png,0.921875,0.75,187.5,71.0,314.7,0.3574833174451859,0.1916110581506197,-0.3231649189704481,0.0489999999999999,-0.2850333651096282,-0.1712337747650939,0.2848555278294843,0.0071496663489036,-0.1864406779661016,-0.7317361202348922,-0.0475282000487252,-0.3632921321276853,-1.6106859129754665
toy_01337,True,False,59,59,data/toy_epure/train/full/toy_01337_full.png,0.921875,0.921875,252.0,111.0,400.2,0.3778110944527736,0.2593703148425788,-0.1679160419790105,0.3339999999999999,-0.2443778110944527,0.4375849541451967,-0.3182355987750471,-0.0442278860569715,0.0,-0.0806383129280536,-1.1174377617187623,-0.4038205411857177,-0.9793521668392264
toy_01357,True,False,51,56,data/toy_epure/train/full/toy_01357_full.png,0.796875,0.875,175.5,92.0,300.6,0.3502994011976048,0.1676646706586826,-0.0818363273453094,0.0019999999999998,-0.2994011976047904,0.0246788272847922,0.0635201253515889,-0.0339321357285429,0.0980392156862746,-0.5222184763759862,-0.4401867105137126,-0.3956988934751855,-0.6473673983718627
toy_01367,True,False,53,47,data/toy_epure/train/full/toy_01367_full.png,0.828125,0.734375,212.0,74.0,316.2,0.4022770398481973,0.3409234661606579,-0.2979127134724858,0.0539999999999999,-0.1954459203036053,0.1158339450997817,-0.0755694480104749,-0.0426944971537002,-0.1132075471698113,-0.4247331420460669,-0.6869375876266175,-0.4026109504246421,-1.3627006164656914
toy_01383,True,False,53,46,data/toy_epure/train/full/toy_01383_full.png,0.828125,0.71875,125.0,67.0,240.3,0.3121098626716604,0.0403662089055347,-0.1635455680399501,-0.199,-0.3757802746566792,-0.2909660236555141,-0.1867913529828353,0.0205992509363296,-0.1320754716981131,-0.8597831086315916,-0.8842500240855202,-0.3526826297225555,-1.4265920247367685
toy_01396,False,True,63,50,data/toy_epure/test/full/toy_01396_full.png,0.984375,0.78125,178.5,104.0,309.0,0.3466019417475728,0.1553398058252427,0.0097087378640775,0.03,-0.3067961165048544,0.0974632965556459,-0.0395186722658889,-0.0485436893203883,-0.2063492063492064,-0.4443795300724342,-0.6229819630563903,-0.4072249976435101,-1.6781010604705346
toy_01428,True,False,51,50,data/toy_epure/train/full/toy_01428_full.png,0.796875,0.78125,152.5,92.0,273.6,0.3344298245614035,0.1147660818713451,0.0087719298245612,-0.0880000000000001,-0.3311403508771929,-0.0539040881119488,-0.4999417326868144,-0.0361842105263157,-0.0196078431372549,-0.6062585386752787,-1.4397922476500022,-0.3974754087889626,-1.0457491205326992
toy_01454,False,True,63,51,data/toy_epure/test/full/toy_01454_full.png,0.984375,0.796875,249.0,91.0,369.0,0.4048780487804878,0.3495934959349595,-0.2601626016260162,0.23,-0.1902439024390243,-0.2756170962460812,-0.222096808413325,-0.0528455284552845,-0.1904761904761904,-0.8433682834853925,-0.9468834184066504,-0.4106184387086588,-1.6243511455758182
toy_01473,False,True,64,58,data/toy_epure/test/full/toy_01473_full.png,1.0,0.90625,193.5,102.0,339.0,0.3424778761061947,0.1415929203539823,-0.0973451327433629,0.13,-0.3150442477876106,-0.0657087328073734,-0.3155539303191962,-0.0230088495575221,-0.09375,-0.618882950363441,-1.1126803666990457,-0.3870822235587249,-1.2968126016861428
toy_01483,True,False,61,51,data/toy_epure/train/full/toy_01483_full.png,0.953125,0.796875,175.5,107.0,342.9,0.3070866141732283,0.0236220472440945,-0.0638670166229221,0.1429999999999999,-0.3858267716535433,0.0585266179107695,0.1849091390190948,0.0056867891513561,-0.1639344262295081,-0.486020144734316,-0.224837386547082,-0.3644461007907991,-1.5344742387026864
